## header:
##   title: Th232(p,x) nuclear model parameters
##   source: TALYS-2.2
##   user: Arjan Koning
##   date: 2026-01-14
##   format: YANDF-0.4
## target:
##   Z: 90
##   A: 232
##   nuclide: Th232 
## residual:
##   Z: 91
##   A: 233
##   nuclide: Pa233 
## parameters: 
##   level density
a                91 233  14.75839
aadjust          91 233   1.00000
gammald          91 233   0.07697
pair             91 233   0.78615
Krotconstant     83 215   1.00000   2
g                83 215  14.33333
gp               83 215   5.53333
gn               83 215   8.80000
gnadjust         83 215   1.00000
gpadjust         83 215   1.00000
gadjust          83 215   1.00000
Risomer          83 215   1.00000
## parameters: 
##   photon strength function
gamgam           83 215   0.00000
gamgamadjust     83 215   1.00000
etable           83 215   0.00000 E1
ftable           83 215   1.00000 E1
wtable           83 215   1.00000 E1
etableadjust     83 215   0.00000 E1
ftableadjust     83 215   1.00000 E1
wtableadjust     83 215   1.00000 E1
upbendc          83 215 3.50000E-08 M1
upbende          83 215 8.00000E-01 M1
upbendf          83 215 6.00000E+00 M1
upbendcadjust    83 215 1.00000E+00 M1
upbendeadjust    83 215 1.00000E+00 M1
upbendfadjust    83 215 1.00000E+00 M1
sgr              83 215   2.635 M1
egr              83 215   7.354 M1
ggr              83 215   4.000 M1
sgradjust        83 215   1.000 M1
egradjust        83 215   1.000 M1
ggradjust        83 215   1.000 M1
etable           83 215   0.00000 E2
ftable           83 215   1.00000 E2
wtable           83 215   1.00000 E2
etableadjust     83 215   0.00000 E2
ftableadjust     83 215   1.00000 E2
wtableadjust     83 215   1.00000 E2
upbendc          83 215 0.00000E+00 M2
upbende          83 215 0.00000E+00 M2
upbendf          83 215 0.00000E+00 M2
upbendcadjust    83 215 1.00000E+00 M2
upbendeadjust    83 215 1.00000E+00 M2
upbendfadjust    83 215 1.00000E+00 M2
sgr              83 215   0.002 M2
egr              83 215   7.354 M2
ggr              83 215   4.000 M2
sgradjust        83 215   1.000 M2
egradjust        83 215   1.000 M2
ggradjust        83 215   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       83 215   1.00000
vfiscor          83 215   1.00000
rmiufiscor       83 215   1.00000
betafiscoradjust   83 215   1.00000
vfiscoradjust    83 215   1.00000
rmiufiscoradjust   83 215   1.00000
bdamp            83 215   0.01000  1
bdampadjust      83 215   1.00000  1
class2width      83 215   0.20000  1
Rtransmom        83 215   0.60000  1
Rclass2mom       83 215   1.00000  1
bdamp            83 215   0.01000  2
bdampadjust      83 215   1.00000  2
Rtransmom        83 215   1.00000  2
Rclass2mom       83 215   1.00000  2
## residual:
##   Z: 83
##   A: 214
##   nuclide: Bi214 
## parameters: 
##   level density
a                83 214  10.44415
aadjust          83 214   1.00000
gammald          83 214   0.07918
pair             83 214   0.00000
Pshift           83 214   0.00000   0
Pshiftadjust     83 214   0.00000   0
deltaW           83 214  -2.57184   0
T                83 214   0.50006   0
E0               83 214  -1.42014   0
Exmatch          83 214   2.92139   0
Tadjust          83 214   1.00000   0
E0adjust         83 214   1.00000   0
Exmatchadjust    83 214   1.00000   0
Ntop             83 214  30   0
Nlow             83 214   2   0
s2adjust         83 214   1.00000   0
ctable           83 214   0.00000   0
ptable           83 214   0.00000   0
ctableadjust     83 214   0.00000   0
ptableadjust     83 214   0.00000   0
Ufermi           83 214  30.00000   0
cfermi           83 214   5.00000   0
Krotconstant     83 214   1.00000   0
Pshift           83 214   0.00000   1
Pshiftadjust     83 214   0.00000   1
deltaW           83 214   1.50000   1
T                83 214   0.50006   1
E0               83 214  -2.76530   1
Exmatch          83 214   4.31798   1
Tadjust          83 214   1.00000   1
E0adjust         83 214   1.00000   1
Exmatchadjust    83 214   1.00000   1
Ntop             83 214   1   1
Nlow             83 214   0   1
s2adjust         83 214   1.00000   1
ctable           83 214   0.00000   1
ptable           83 214   0.00000   1
ctableadjust     83 214   0.00000   1
ptableadjust     83 214   0.00000   1
Ufermi           83 214  45.00000   1
cfermi           83 214   5.00000   1
Krotconstant     83 214   1.00000   1
Pshift           83 214   0.00000   2
Pshiftadjust     83 214   0.00000   2
deltaW           83 214   0.60000   2
T                83 214   0.50006   2
E0               83 214  -2.50673   2
Exmatch          83 214   4.07631   2
Tadjust          83 214   1.00000   2
E0adjust         83 214   1.00000   2
Exmatchadjust    83 214   1.00000   2
Ntop             83 214   1   2
Nlow             83 214   0   2
s2adjust         83 214   1.00000   2
ctable           83 214   0.00000   2
ptable           83 214   0.00000   2
ctableadjust     83 214   0.00000   2
ptableadjust     83 214   0.00000   2
Ufermi           83 214  45.00000   2
cfermi           83 214   5.00000   2
Krotconstant     83 214   1.00000   2
Pshift           83 214   0.00000   3
Pshiftadjust     83 214   0.00000   3
deltaW           83 214   0.60000   3
T                83 214   0.50006   3
E0               83 214  -2.53238   3
Exmatch          83 214   4.07628   3
Tadjust          83 214   1.00000   3
E0adjust         83 214   1.00000   3
Exmatchadjust    83 214   1.00000   3
Ntop             83 214   1   3
Nlow             83 214   0   3
s2adjust         83 214   1.00000   3
ctable           83 214   0.00000   3
ptable           83 214   0.00000   3
ctableadjust     83 214   0.00000   3
ptableadjust     83 214   0.00000   3
Ufermi           83 214  45.00000   3
cfermi           83 214   5.00000   3
Krotconstant     83 214   1.00000   3
g                83 214  14.26667
gp               83 214   5.53333
gn               83 214   8.73333
gnadjust         83 214   1.00000
gpadjust         83 214   1.00000
gadjust          83 214   1.00000
Risomer          83 214   1.00000
## parameters: 
##   photon strength function
gamgam           83 214   0.00000
gamgamadjust     83 214   1.00000
etable           83 214   0.00000 E1
ftable           83 214   1.00000 E1
wtable           83 214   1.00000 E1
etableadjust     83 214   0.00000 E1
ftableadjust     83 214   1.00000 E1
wtableadjust     83 214   1.00000 E1
upbendc          83 214 3.50000E-08 M1
upbende          83 214 8.00000E-01 M1
upbendf          83 214 6.00000E+00 M1
upbendcadjust    83 214 1.00000E+00 M1
upbendeadjust    83 214 1.00000E+00 M1
upbendfadjust    83 214 1.00000E+00 M1
sgr              83 214   2.625 M1
egr              83 214   7.360 M1
ggr              83 214   4.000 M1
sgradjust        83 214   1.000 M1
egradjust        83 214   1.000 M1
ggradjust        83 214   1.000 M1
etable           83 214   0.00000 E2
ftable           83 214   1.00000 E2
wtable           83 214   1.00000 E2
etableadjust     83 214   0.00000 E2
ftableadjust     83 214   1.00000 E2
wtableadjust     83 214   1.00000 E2
upbendc          83 214 0.00000E+00 M2
upbende          83 214 0.00000E+00 M2
upbendf          83 214 0.00000E+00 M2
upbendcadjust    83 214 1.00000E+00 M2
upbendeadjust    83 214 1.00000E+00 M2
upbendfadjust    83 214 1.00000E+00 M2
sgr              83 214   0.002 M2
egr              83 214   7.360 M2
ggr              83 214   4.000 M2
sgradjust        83 214   1.000 M2
egradjust        83 214   1.000 M2
ggradjust        83 214   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       83 214   1.00000
vfiscor          83 214   1.00000
rmiufiscor       83 214   1.00000
betafiscoradjust   83 214   1.00000
vfiscoradjust    83 214   1.00000
rmiufiscoradjust   83 214   1.00000
bdamp            83 214   0.01000  1
bdampadjust      83 214   1.00000  1
class2width      83 214   0.20000  1
Rtransmom        83 214   0.60000  1
Rclass2mom       83 214   1.00000  1
bdamp            83 214   0.01000  2
bdampadjust      83 214   1.00000  2
class2width      83 214   0.20000  2
Rtransmom        83 214   1.00000  2
Rclass2mom       83 214   1.00000  2
bdamp            83 214   0.01000  3
bdampadjust      83 214   1.00000  3
Rtransmom        83 214   1.00000  3
Rclass2mom       83 214   1.00000  3
## residual:
##   Z: 83
##   A: 213
##   nuclide: Bi213 
## parameters: 
##   level density
a                83 213   9.64571
aadjust          83 213   1.00000
gammald          83 213   0.07931
pair             83 213   0.82223
Pshift           83 213   0.00000   0
Pshiftadjust     83 213   0.00000   0
deltaW           83 213  -3.50211   0
T                83 213   0.43550   0
E0               83 213   0.09539   0
Exmatch          83 213   2.09916   0
Tadjust          83 213   1.00000   0
E0adjust         83 213   1.00000   0
Exmatchadjust    83 213   1.00000   0
Ntop             83 213  16   0
Nlow             83 213   7   0
s2adjust         83 213   1.00000   0
ctable           83 213   0.00000   0
ptable           83 213   0.00000   0
ctableadjust     83 213   0.00000   0
ptableadjust     83 213   0.00000   0
Ufermi           83 213  30.00000   0
cfermi           83 213   5.00000   0
Krotconstant     83 213   1.00000   0
Pshift           83 213   0.00000   1
Pshiftadjust     83 213   0.00000   1
deltaW           83 213   1.50000   1
T                83 213   0.33540   1
E0               83 213   0.00005   1
Exmatch          83 213   2.41407   1
Tadjust          83 213   1.00000   1
E0adjust         83 213   1.00000   1
Exmatchadjust    83 213   1.00000   1
Ntop             83 213   1   1
Nlow             83 213   0   1
s2adjust         83 213   1.00000   1
ctable           83 213   0.00000   1
ptable           83 213   0.00000   1
ctableadjust     83 213   0.00000   1
ptableadjust     83 213   0.00000   1
Ufermi           83 213  45.00000   1
cfermi           83 213   5.00000   1
Krotconstant     83 213   1.00000   1
Pshift           83 213   0.00000   2
Pshiftadjust     83 213   0.00000   2
deltaW           83 213   0.60000   2
T                83 213   0.34772   2
E0               83 213   0.00004   2
Exmatch          83 213   2.36246   2
Tadjust          83 213   1.00000   2
E0adjust         83 213   1.00000   2
Exmatchadjust    83 213   1.00000   2
Ntop             83 213   1   2
Nlow             83 213   0   2
s2adjust         83 213   1.00000   2
ctable           83 213   0.00000   2
ptable           83 213   0.00000   2
ctableadjust     83 213   0.00000   2
ptableadjust     83 213   0.00000   2
Ufermi           83 213  45.00000   2
cfermi           83 213   5.00000   2
Krotconstant     83 213   1.00000   2
Pshift           83 213   0.00000   3
Pshiftadjust     83 213   0.00000   3
deltaW           83 213   0.60000   3
T                83 213   0.34544   3
E0               83 213   0.00001   3
Exmatch          83 213   2.32740   3
Tadjust          83 213   1.00000   3
E0adjust         83 213   1.00000   3
Exmatchadjust    83 213   1.00000   3
Ntop             83 213   1   3
Nlow             83 213   0   3
s2adjust         83 213   1.00000   3
ctable           83 213   0.00000   3
ptable           83 213   0.00000   3
ctableadjust     83 213   0.00000   3
ptableadjust     83 213   0.00000   3
Ufermi           83 213  45.00000   3
cfermi           83 213   5.00000   3
Krotconstant     83 213   1.00000   3
g                83 213  14.20000
gp               83 213   5.53333
gn               83 213   8.66667
gnadjust         83 213   1.00000
gpadjust         83 213   1.00000
gadjust          83 213   1.00000
Risomer          83 213   1.00000
## parameters: 
##   photon strength function
gamgam           83 213   0.00000
gamgamadjust     83 213   1.00000
etable           83 213   0.00000 E1
ftable           83 213   1.00000 E1
wtable           83 213   1.00000 E1
etableadjust     83 213   0.00000 E1
ftableadjust     83 213   1.00000 E1
wtableadjust     83 213   1.00000 E1
upbendc          83 213 3.50000E-08 M1
upbende          83 213 8.00000E-01 M1
upbendf          83 213 6.00000E+00 M1
upbendcadjust    83 213 1.00000E+00 M1
upbendeadjust    83 213 1.00000E+00 M1
upbendfadjust    83 213 1.00000E+00 M1
sgr              83 213   2.615 M1
egr              83 213   7.366 M1
ggr              83 213   4.000 M1
sgradjust        83 213   1.000 M1
egradjust        83 213   1.000 M1
ggradjust        83 213   1.000 M1
etable           83 213   0.00000 E2
ftable           83 213   1.00000 E2
wtable           83 213   1.00000 E2
etableadjust     83 213   0.00000 E2
ftableadjust     83 213   1.00000 E2
wtableadjust     83 213   1.00000 E2
upbendc          83 213 0.00000E+00 M2
upbende          83 213 0.00000E+00 M2
upbendf          83 213 0.00000E+00 M2
upbendcadjust    83 213 1.00000E+00 M2
upbendeadjust    83 213 1.00000E+00 M2
upbendfadjust    83 213 1.00000E+00 M2
sgr              83 213   0.002 M2
egr              83 213   7.366 M2
ggr              83 213   4.000 M2
sgradjust        83 213   1.000 M2
egradjust        83 213   1.000 M2
ggradjust        83 213   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       83 213   1.00000
vfiscor          83 213   1.00000
rmiufiscor       83 213   1.00000
betafiscoradjust   83 213   1.00000
vfiscoradjust    83 213   1.00000
rmiufiscoradjust   83 213   1.00000
bdamp            83 213   0.01000  1
bdampadjust      83 213   1.00000  1
class2width      83 213   0.20000  1
Rtransmom        83 213   0.60000  1
Rclass2mom       83 213   1.00000  1
bdamp            83 213   0.01000  2
bdampadjust      83 213   1.00000  2
class2width      83 213   0.20000  2
Rtransmom        83 213   1.00000  2
Rclass2mom       83 213   1.00000  2
bdamp            83 213   0.01000  3
bdampadjust      83 213   1.00000  3
Rtransmom        83 213   1.00000  3
Rclass2mom       83 213   1.00000  3
## residual:
##   Z: 83
##   A: 212
##   nuclide: Bi212 
## parameters: 
##   level density
a                83 212   8.39239
aadjust          83 212   1.00000
gammald          83 212   0.07943
pair             83 212   0.00000
Pshift           83 212   0.00000   0
Pshiftadjust     83 212   0.00000   0
deltaW           83 212  -4.93365   0
T                83 212   0.60788   0
E0               83 212  -1.68307   0
Exmatch          83 212   3.56606   0
Tadjust          83 212   1.00000   0
E0adjust         83 212   1.00000   0
Exmatchadjust    83 212   1.00000   0
Ntop             83 212  30   0
Nlow             83 212   2   0
s2adjust         83 212   1.00000   0
ctable           83 212   0.00000   0
ptable           83 212   0.00000   0
ctableadjust     83 212   0.00000   0
ptableadjust     83 212   0.00000   0
Ufermi           83 212  30.00000   0
cfermi           83 212   5.00000   0
Krotconstant     83 212   1.00000   0
Pshift           83 212   0.00000   1
Pshiftadjust     83 212   0.00000   1
deltaW           83 212   1.50000   1
T                83 212   0.60788   1
E0               83 212  -4.61056   1
